City,Country,Procedure,Clinic_Name,Address,Phone,Email,Website,Price_USD_Low,Price_USD_High,Currency,Special_Notes,Certifications,Year_Established,Procedures_Per_Year,Success_Rate,Languages,Package_Includes
Phoenix,USA,Rhinoplasty,Phoenix Plastic Surgery Center,"Phoenix, USA",,,,6250,15000,USD,,,,,,English,
Philadelphia,USA,Rhinoplasty,Philadelphia Plastic Surgery Center,"Philadelphia, USA",,,,6250,15000,USD,,,,,,English,
San Antonio,USA,Rhinoplasty,San Antonio Plastic Surgery Center,"San Antonio, USA",,,,6250,15000,USD,,,,,,English,
San Diego,USA,Rhinoplasty,San Diego Plastic Surgery Center,"San Diego, USA",,,,6250,15000,USD,,,,,,English,
Dallas,USA,Rhinoplasty,Dallas Plastic Surgery Center,"Dallas, USA",,,,6250,15000,USD,,,,,,English,
San Jose,USA,Rhinoplasty,San Jose Plastic Surgery Center,"San Jose, USA",,,,6250,15000,USD,,,,,,English,
Austin,USA,Rhinoplasty,Austin Plastic Surgery Center,"Austin, USA",,,,6250,15000,USD,,,,,,English,
Jacksonville,USA,Rhinoplasty,Jacksonville Plastic Surgery Center,"Jacksonville, USA",,,,6250,15000,USD,,,,,,English,
Rio de Janeiro,Brazil,Rhinoplasty,Rio de Janeiro Plastic Surgery Center,"Rio de Janeiro, Brazil",,,,2750,6600,USD,,,,,,English,
Toronto,Canada,Rhinoplasty,Toronto Plastic Surgery Center,"Toronto, Canada",,,,4500,10800,USD,,,,,,English,
Vancouver,Canada,Rhinoplasty,Vancouver Plastic Surgery Center,"Vancouver, Canada",,,,4500,10800,USD,,,,,,English,
Buenos Aires,Argentina,Rhinoplasty,Buenos Aires Plastic Surgery Center,"Buenos Aires, Argentina",,,,2750,6600,USD,,,,,,English,
Sydney,Australia,Rhinoplasty,Sydney Plastic Surgery Center,"Sydney, Australia",,,,5000,12000,USD,,,,,,English,
Melbourne,Australia,Rhinoplasty,Melbourne Plastic Surgery Center,"Melbourne, Australia",,,,5000,12000,USD,,,,,,English,
Shanghai,China,Rhinoplasty,Shanghai Plastic Surgery Center,"Shanghai, China",,,,3250,7800,USD,,,,,,English,
Taipei,Taiwan,Rhinoplasty,Taipei Plastic Surgery Center,"Taipei, Taiwan",,,,3000,7200,USD,,,,,,English,
Moscow,Russia,Rhinoplasty,Moscow Plastic Surgery Center,"Moscow, Russia",,,,2000,4800,USD,,,,,,English,
Almaty,Kazakhstan,Rhinoplasty,Almaty Plastic Surgery Center,"Almaty, Kazakhstan",,,,1750,4200,USD,,,,,,English,
Vienna,Austria,Rhinoplasty,Vienna Plastic Surgery Center,"Vienna, Austria",,,,3750,9000,USD,,,,,,English,
Brussels,Belgium,Rhinoplasty,Brussels Plastic Surgery Center,"Brussels, Belgium",,,,3750,9000,USD,,,,,,English,
Sofia,Bulgaria,Rhinoplasty,Sofia Plastic Surgery Center,"Sofia, Bulgaria",,,,2250,5400,USD,,,,,,English,
Zagreb,Croatia,Rhinoplasty,Zagreb Plastic Surgery Center,"Zagreb, Croatia",,,,2250,5400,USD,,,,,,English,
Copenhagen,Denmark,Rhinoplasty,Copenhagen Plastic Surgery Center,"Copenhagen, Denmark",,,,3750,9000,USD,,,,,,English,
Tallinn,Estonia,Rhinoplasty,Tallinn Plastic Surgery Center,"Tallinn, Estonia",,,,2250,5400,USD,,,,,,English,
Helsinki,Finland,Rhinoplasty,Helsinki Plastic Surgery Center,"Helsinki, Finland",,,,3750,9000,USD,,,,,,English,
Berlin,Germany,Rhinoplasty,Berlin Plastic Surgery Center,"Berlin, Germany",,,,3750,9000,USD,,,,,,English,
Athens,Greece,Rhinoplasty,Athens Plastic Surgery Center,"Athens, Greece",,,,2250,5400,USD,,,,,,English,
Dublin,Ireland,Rhinoplasty,Dublin Plastic Surgery Center,"Dublin, Ireland",,,,3750,9000,USD,,,,,,English,
Rome,Italy,Rhinoplasty,Rome Plastic Surgery Center,"Rome, Italy",,,,2250,5400,USD,,,,,,English,
Riga,Latvia,Rhinoplasty,Riga Plastic Surgery Center,"Riga, Latvia",,,,2250,5400,USD,,,,,,English,
Vilnius,Lithuania,Rhinoplasty,Vilnius Plastic Surgery Center,"Vilnius, Lithuania",,,,2250,5400,USD,,,,,,English,
Luxembourg,Luxembourg,Rhinoplasty,Luxembourg Plastic Surgery Center,"Luxembourg, Luxembourg",,,,3750,9000,USD,,,,,,English,
Amsterdam,Netherlands,Rhinoplasty,Amsterdam Plastic Surgery Center,"Amsterdam, Netherlands",,,,3750,9000,USD,,,,,,English,
Lisbon,Portugal,Rhinoplasty,Lisbon Plastic Surgery Center,"Lisbon, Portugal",,,,2250,5400,USD,,,,,,English,
Bucharest,Romania,Rhinoplasty,Bucharest Plastic Surgery Center,"Bucharest, Romania",,,,2250,5400,USD,,,,,,English,
Bratislava,Slovakia,Rhinoplasty,Bratislava Plastic Surgery Center,"Bratislava, Slovakia",,,,2250,5400,USD,,,,,,English,
Ljubljana,Slovenia,Rhinoplasty,Ljubljana Plastic Surgery Center,"Ljubljana, Slovenia",,,,2250,5400,USD,,,,,,English,
Stockholm,Sweden,Rhinoplasty,Stockholm Plastic Surgery Center,"Stockholm, Sweden",,,,3750,9000,USD,,,,,,English,
Zurich,Switzerland,Rhinoplasty,Zurich Plastic Surgery Center,"Zurich, Switzerland",,,,3750,9000,USD,,,,,,English,
Chicago,USA,Hip Replacement,Chicago Orthopedic Hospital,"Chicago, USA",,,,27500,40000,USD,,,,,,English,
Houston,USA,Hip Replacement,Houston Orthopedic Hospital,"Houston, USA",,,,27500,40000,USD,,,,,,English,
Phoenix,USA,Hip Replacement,Phoenix Orthopedic Hospital,"Phoenix, USA",,,,27500,40000,USD,,,,,,English,
Philadelphia,USA,Hip Replacement,Philadelphia Orthopedic Hospital,"Philadelphia, USA",,,,27500,40000,USD,,,,,,English,
San Antonio,USA,Hip Replacement,San Antonio Orthopedic Hospital,"San Antonio, USA",,,,27500,40000,USD,,,,,,English,
San Diego,USA,Hip Replacement,San Diego Orthopedic Hospital,"San Diego, USA",,,,27500,40000,USD,,,,,,English,
Dallas,USA,Hip Replacement,Dallas Orthopedic Hospital,"Dallas, USA",,,,27500,40000,USD,,,,,,English,
Austin,USA,Hip Replacement,Austin Orthopedic Hospital,"Austin, USA",,,,27500,40000,USD,,,,,,English,
Jacksonville,USA,Hip Replacement,Jacksonville Orthopedic Hospital,"Jacksonville, USA",,,,27500,40000,USD,,,,,,English,
Rio de Janeiro,Brazil,Hip Replacement,Rio de Janeiro Orthopedic Hospital,"Rio de Janeiro, Brazil",,,,12100,17600,USD,,,,,,English,
Toronto,Canada,Hip Replacement,Toronto Orthopedic Hospital,"Toronto, Canada",,,,19800,28800,USD,,,,,,English,
Vancouver,Canada,Hip Replacement,Vancouver Orthopedic Hospital,"Vancouver, Canada",,,,19800,28800,USD,,,,,,English,
Buenos Aires,Argentina,Hip Replacement,Buenos Aires Orthopedic Hospital,"Buenos Aires, Argentina",,,,12100,17600,USD,,,,,,English,
Sydney,Australia,Hip Replacement,Sydney Orthopedic Hospital,"Sydney, Australia",,,,22000,32000,USD,,,,,,English,
Melbourne,Australia,Hip Replacement,Melbourne Orthopedic Hospital,"Melbourne, Australia",,,,22000,32000,USD,,,,,,English,
Shanghai,China,Hip Replacement,Shanghai Orthopedic Hospital,"Shanghai, China",,,,14300,20800,USD,,,,,,English,
Taipei,Taiwan,Hip Replacement,Taipei Orthopedic Hospital,"Taipei, Taiwan",,,,13200,19200,USD,,,,,,English,
Moscow,Russia,Hip Replacement,Moscow Orthopedic Hospital,"Moscow, Russia",,,,8800,12800,USD,,,,,,English,
Almaty,Kazakhstan,Hip Replacement,Almaty Orthopedic Hospital,"Almaty, Kazakhstan",,,,7699,11200,USD,,,,,,English,
Vienna,Austria,Hip Replacement,Vienna Orthopedic Hospital,"Vienna, Austria",,,,16500,24000,USD,,,,,,English,
Brussels,Belgium,Hip Replacement,Brussels Orthopedic Hospital,"Brussels, Belgium",,,,16500,24000,USD,,,,,,English,
Sofia,Bulgaria,Hip Replacement,Sofia Orthopedic Hospital,"Sofia, Bulgaria",,,,9900,14400,USD,,,,,,English,
Zagreb,Croatia,Hip Replacement,Zagreb Orthopedic Hospital,"Zagreb, Croatia",,,,9900,14400,USD,,,,,,English,
Copenhagen,Denmark,Hip Replacement,Copenhagen Orthopedic Hospital,"Copenhagen, Denmark",,,,16500,24000,USD,,,,,,English,
Tallinn,Estonia,Hip Replacement,Tallinn Orthopedic Hospital,"Tallinn, Estonia",,,,9900,14400,USD,,,,,,English,
Helsinki,Finland,Hip Replacement,Helsinki Orthopedic Hospital,"Helsinki, Finland",,,,16500,24000,USD,,,,,,English,
Berlin,Germany,Hip Replacement,Berlin Orthopedic Hospital,"Berlin, Germany",,,,16500,24000,USD,,,,,,English,
Athens,Greece,Hip Replacement,Athens Orthopedic Hospital,"Athens, Greece",,,,9900,14400,USD,,,,,,English,
Dublin,Ireland,Hip Replacement,Dublin Orthopedic Hospital,"Dublin, Ireland",,,,16500,24000,USD,,,,,,English,
Rome,Italy,Hip Replacement,Rome Orthopedic Hospital,"Rome, Italy",,,,9900,14400,USD,,,,,,English,
Riga,Latvia,Hip Replacement,Riga Orthopedic Hospital,"Riga, Latvia",,,,9900,14400,USD,,,,,,English,
Vilnius,Lithuania,Hip Replacement,Vilnius Orthopedic Hospital,"Vilnius, Lithuania",,,,9900,14400,USD,,,,,,English,
Luxembourg,Luxembourg,Hip Replacement,Luxembourg Orthopedic Hospital,"Luxembourg, Luxembourg",,,,16500,24000,USD,,,,,,English,
Amsterdam,Netherlands,Hip Replacement,Amsterdam Orthopedic Hospital,"Amsterdam, Netherlands",,,,16500,24000,USD,,,,,,English,
Lisbon,Portugal,Hip Replacement,Lisbon Orthopedic Hospital,"Lisbon, Portugal",,,,9900,14400,USD,,,,,,English,
Bucharest,Romania,Hip Replacement,Bucharest Orthopedic Hospital,"Bucharest, Romania",,,,9900,14400,USD,,,,,,English,
Bratislava,Slovakia,Hip Replacement,Bratislava Orthopedic Hospital,"Bratislava, Slovakia",,,,9900,14400,USD,,,,,,English,
Ljubljana,Slovenia,Hip Replacement,Ljubljana Orthopedic Hospital,"Ljubljana, Slovenia",,,,9900,14400,USD,,,,,,English,
Stockholm,Sweden,Hip Replacement,Stockholm Orthopedic Hospital,"Stockholm, Sweden",,,,16500,24000,USD,,,,,,English,
Zurich,Switzerland,Hip Replacement,Zurich Orthopedic Hospital,"Zurich, Switzerland",,,,16500,24000,USD,,,,,,English,
Chicago,USA,Hair Transplant (3000 grafts),Chicago Hair Restoration Clinic,"Chicago, USA",,,,6250,11250,USD,,,,,,English,
Houston,USA,Hair Transplant (3000 grafts),Houston Hair Restoration Clinic,"Houston, USA",,,,6250,11250,USD,,,,,,English,
Phoenix,USA,Hair Transplant (3000 grafts),Phoenix Hair Restoration Clinic,"Phoenix, USA",,,,6250,11250,USD,,,,,,English,
Philadelphia,USA,Hair Transplant (3000 grafts),Philadelphia Hair Restoration Clinic,"Philadelphia, USA",,,,6250,11250,USD,,,,,,English,
San Antonio,USA,Hair Transplant (3000 grafts),San Antonio Hair Restoration Clinic,"San Antonio, USA",,,,6250,11250,USD,,,,,,English,
San Diego,USA,Hair Transplant (3000 grafts),San Diego Hair Restoration Clinic,"San Diego, USA",,,,6250,11250,USD,,,,,,English,
Dallas,USA,Hair Transplant (3000 grafts),Dallas Hair Restoration Clinic,"Dallas, USA",,,,6250,11250,USD,,,,,,English,
San Jose,USA,Hair Transplant (3000 grafts),San Jose Hair Restoration Clinic,"San Jose, USA",,,,6250,11250,USD,,,,,,English,
Austin,USA,Hair Transplant (3000 grafts),Austin Hair Restoration Clinic,"Austin, USA",,,,6250,11250,USD,,,,,,English,
Jacksonville,USA,Hair Transplant (3000 grafts),Jacksonville Hair Restoration Clinic,"Jacksonville, USA",,,,6250,11250,USD,,,,,,English,
Rio de Janeiro,Brazil,Hair Transplant (3000 grafts),Rio de Janeiro Hair Restoration Clinic,"Rio de Janeiro, Brazil",,,,2750,4950,USD,,,,,,English,
Toronto,Canada,Hair Transplant (3000 grafts),Toronto Hair Restoration Clinic,"Toronto, Canada",,,,4500,8100,USD,,,,,,English,
Vancouver,Canada,Hair Transplant (3000 grafts),Vancouver Hair Restoration Clinic,"Vancouver, Canada",,,,4500,8100,USD,,,,,,English,
Buenos Aires,Argentina,Hair Transplant (3000 grafts),Buenos Aires Hair Restoration Clinic,"Buenos Aires, Argentina",,,,2750,4950,USD,,,,,,English,
Sydney,Australia,Hair Transplant (3000 grafts),Sydney Hair Restoration Clinic,"Sydney, Australia",,,,5000,9000,USD,,,,,,English,
Melbourne,Australia,Hair Transplant (3000 grafts),Melbourne Hair Restoration Clinic,"Melbourne, Australia",,,,5000,9000,USD,,,,,,English,
Shanghai,China,Hair Transplant (3000 grafts),Shanghai Hair Restoration Clinic,"Shanghai, China",,,,3250,5850,USD,,,,,,English,
Taipei,Taiwan,Hair Transplant (3000 grafts),Taipei Hair Restoration Clinic,"Taipei, Taiwan",,,,3000,5400,USD,,,,,,English,
Moscow,Russia,Hair Transplant (3000 grafts),Moscow Hair Restoration Clinic,"Moscow, Russia",,,,2000,3600,USD,,,,,,English,
Almaty,Kazakhstan,Hair Transplant (3000 grafts),Almaty Hair Restoration Clinic,"Almaty, Kazakhstan",,,,1750,3150,USD,,,,,,English,
Vienna,Austria,Hair Transplant (3000 grafts),Vienna Hair Restoration Clinic,"Vienna, Austria",,,,3750,6750,USD,,,,,,English,
Brussels,Belgium,Hair Transplant (3000 grafts),Brussels Hair Restoration Clinic,"Brussels, Belgium",,,,3750,6750,USD,,,,,,English,
Sofia,Bulgaria,Hair Transplant (3000 grafts),Sofia Hair Restoration Clinic,"Sofia, Bulgaria",,,,2250,4050,USD,,,,,,English,
Zagreb,Croatia,Hair Transplant (3000 grafts),Zagreb Hair Restoration Clinic,"Zagreb, Croatia",,,,2250,4050,USD,,,,,,English,
Copenhagen,Denmark,Hair Transplant (3000 grafts),Copenhagen Hair Restoration Clinic,"Copenhagen, Denmark",,,,3750,6750,USD,,,,,,English,
Tallinn,Estonia,Hair Transplant (3000 grafts),Tallinn Hair Restoration Clinic,"Tallinn, Estonia",,,,2250,4050,USD,,,,,,English,
Helsinki,Finland,Hair Transplant (3000 grafts),Helsinki Hair Restoration Clinic,"Helsinki, Finland",,,,3750,6750,USD,,,,,,English,
Berlin,Germany,Hair Transplant (3000 grafts),Berlin Hair Restoration Clinic,"Berlin, Germany",,,,3750,6750,USD,,,,,,English,
Athens,Greece,Hair Transplant (3000 grafts),Athens Hair Restoration Clinic,"Athens, Greece",,,,2250,4050,USD,,,,,,English,
Dublin,Ireland,Hair Transplant (3000 grafts),Dublin Hair Restoration Clinic,"Dublin, Ireland",,,,3750,6750,USD,,,,,,English,
Rome,Italy,Hair Transplant (3000 grafts),Rome Hair Restoration Clinic,"Rome, Italy",,,,2250,4050,USD,,,,,,English,
Riga,Latvia,Hair Transplant (3000 grafts),Riga Hair Restoration Clinic,"Riga, Latvia",,,,2250,4050,USD,,,,,,English,
Vilnius,Lithuania,Hair Transplant (3000 grafts),Vilnius Hair Restoration Clinic,"Vilnius, Lithuania",,,,2250,4050,USD,,,,,,English,
Luxembourg,Luxembourg,Hair Transplant (3000 grafts),Luxembourg Hair Restoration Clinic,"Luxembourg, Luxembourg",,,,3750,6750,USD,,,,,,English,
Amsterdam,Netherlands,Hair Transplant (3000 grafts),Amsterdam Hair Restoration Clinic,"Amsterdam, Netherlands",,,,3750,6750,USD,,,,,,English,
Lisbon,Portugal,Hair Transplant (3000 grafts),Lisbon Hair Restoration Clinic,"Lisbon, Portugal",,,,2250,4050,USD,,,,,,English,
Bucharest,Romania,Hair Transplant (3000 grafts),Bucharest Hair Restoration Clinic,"Bucharest, Romania",,,,2250,4050,USD,,,,,,English,
Bratislava,Slovakia,Hair Transplant (3000 grafts),Bratislava Hair Restoration Clinic,"Bratislava, Slovakia",,,,2250,4050,USD,,,,,,English,
Ljubljana,Slovenia,Hair Transplant (3000 grafts),Ljubljana Hair Restoration Clinic,"Ljubljana, Slovenia",,,,2250,4050,USD,,,,,,English,
Stockholm,Sweden,Hair Transplant (3000 grafts),Stockholm Hair Restoration Clinic,"Stockholm, Sweden",,,,3750,6750,USD,,,,,,English,
Zurich,Switzerland,Hair Transplant (3000 grafts),Zurich Hair Restoration Clinic,"Zurich, Switzerland",,,,3750,6750,USD,,,,,,English,
Chicago,USA,Liposuction,Chicago Plastic Surgery Center,"Chicago, USA",,,,8750,16250,USD,,,,,,English,
Houston,USA,Liposuction,Houston Plastic Surgery Center,"Houston, USA",,,,8750,16250,USD,,,,,,English,
Phoenix,USA,Liposuction,Phoenix Plastic Surgery Center,"Phoenix, USA",,,,8750,16250,USD,,,,,,English,
Philadelphia,USA,Liposuction,Philadelphia Plastic Surgery Center,"Philadelphia, USA",,,,8750,16250,USD,,,,,,English,
San Antonio,USA,Liposuction,San Antonio Plastic Surgery Center,"San Antonio, USA",,,,8750,16250,USD,,,,,,English,
San Diego,USA,Liposuction,San Diego Plastic Surgery Center,"San Diego, USA",,,,8750,16250,USD,,,,,,English,
Dallas,USA,Liposuction,Dallas Plastic Surgery Center,"Dallas, USA",,,,8750,16250,USD,,,,,,English,
San Jose,USA,Liposuction,San Jose Plastic Surgery Center,"San Jose, USA",,,,8750,16250,USD,,,,,,English,
Austin,USA,Liposuction,Austin Plastic Surgery Center,"Austin, USA",,,,8750,16250,USD,,,,,,English,
Jacksonville,USA,Liposuction,Jacksonville Plastic Surgery Center,"Jacksonville, USA",,,,8750,16250,USD,,,,,,English,
Rio de Janeiro,Brazil,Liposuction,Rio de Janeiro Plastic Surgery Center,"Rio de Janeiro, Brazil",,,,3850,7150,USD,,,,,,English,
Toronto,Canada,Liposuction,Toronto Plastic Surgery Center,"Toronto, Canada",,,,6300,11700,USD,,,,,,English,
Vancouver,Canada,Liposuction,Vancouver Plastic Surgery Center,"Vancouver, Canada",,,,6300,11700,USD,,,,,,English,
Buenos Aires,Argentina,Liposuction,Buenos Aires Plastic Surgery Center,"Buenos Aires, Argentina",,,,3850,7150,USD,,,,,,English,
Sydney,Australia,Liposuction,Sydney Plastic Surgery Center,"Sydney, Australia",,,,7000,13000,USD,,,,,,English,
Melbourne,Australia,Liposuction,Melbourne Plastic Surgery Center,"Melbourne, Australia",,,,7000,13000,USD,,,,,,English,
Shanghai,China,Liposuction,Shanghai Plastic Surgery Center,"Shanghai, China",,,,4550,8450,USD,,,,,,English,
Taipei,Taiwan,Liposuction,Taipei Plastic Surgery Center,"Taipei, Taiwan",,,,4200,7800,USD,,,,,,English,
Moscow,Russia,Liposuction,Moscow Plastic Surgery Center,"Moscow, Russia",,,,2800,5200,USD,,,,,,English,
Almaty,Kazakhstan,Liposuction,Almaty Plastic Surgery Center,"Almaty, Kazakhstan",,,,2450,4550,USD,,,,,,English,
Vienna,Austria,Liposuction,Vienna Plastic Surgery Center,"Vienna, Austria",,,,5250,9750,USD,,,,,,English,
Brussels,Belgium,Liposuction,Brussels Plastic Surgery Center,"Brussels, Belgium",,,,5250,9750,USD,,,,,,English,
Sofia,Bulgaria,Liposuction,Sofia Plastic Surgery Center,"Sofia, Bulgaria",,,,3150,5850,USD,,,,,,English,
Zagreb,Croatia,Liposuction,Zagreb Plastic Surgery Center,"Zagreb, Croatia",,,,3150,5850,USD,,,,,,English,
Copenhagen,Denmark,Liposuction,Copenhagen Plastic Surgery Center,"Copenhagen, Denmark",,,,5250,9750,USD,,,,,,English,
Tallinn,Estonia,Liposuction,Tallinn Plastic Surgery Center,"Tallinn, Estonia",,,,3150,5850,USD,,,,,,English,
Helsinki,Finland,Liposuction,Helsinki Plastic Surgery Center,"Helsinki, Finland",,,,5250,9750,USD,,,,,,English,
Berlin,Germany,Liposuction,Berlin Plastic Surgery Center,"Berlin, Germany",,,,5250,9750,USD,,,,,,English,
Athens,Greece,Liposuction,Athens Plastic Surgery Center,"Athens, Greece",,,,3150,5850,USD,,,,,,English,
Dublin,Ireland,Liposuction,Dublin Plastic Surgery Center,"Dublin, Ireland",,,,5250,9750,USD,,,,,,English,
Rome,Italy,Liposuction,Rome Plastic Surgery Center,"Rome, Italy",,,,3150,5850,USD,,,,,,English,
Riga,Latvia,Liposuction,Riga Plastic Surgery Center,"Riga, Latvia",,,,3150,5850,USD,,,,,,English,
Vilnius,Lithuania,Liposuction,Vilnius Plastic Surgery Center,"Vilnius, Lithuania",,,,3150,5850,USD,,,,,,English,
Luxembourg,Luxembourg,Liposuction,Luxembourg Plastic Surgery Center,"Luxembourg, Luxembourg",,,,5250,9750,USD,,,,,,English,
Amsterdam,Netherlands,Liposuction,Amsterdam Plastic Surgery Center,"Amsterdam, Netherlands",,,,5250,9750,USD,,,,,,English,
Lisbon,Portugal,Liposuction,Lisbon Plastic Surgery Center,"Lisbon, Portugal",,,,3150,5850,USD,,,,,,English,
Bucharest,Romania,Liposuction,Bucharest Plastic Surgery Center,"Bucharest, Romania",,,,3150,5850,USD,,,,,,English,
Bratislava,Slovakia,Liposuction,Bratislava Plastic Surgery Center,"Bratislava, Slovakia",,,,3150,5850,USD,,,,,,English,
Ljubljana,Slovenia,Liposuction,Ljubljana Plastic Surgery Center,"Ljubljana, Slovenia",,,,3150,5850,USD,,,,,,English,
Stockholm,Sweden,Liposuction,Stockholm Plastic Surgery Center,"Stockholm, Sweden",,,,5250,9750,USD,,,,,,English,
Zurich,Switzerland,Liposuction,Zurich Plastic Surgery Center,"Zurich, Switzerland",,,,5250,9750,USD,,,,,,English,
Chicago,USA,Brazilian Butt Lift (BBL),Chicago Plastic Surgery Center,"Chicago, USA",,,,8750,17500,USD,,,,,,English,
Houston,USA,Brazilian Butt Lift (BBL),Houston Plastic Surgery Center,"Houston, USA",,,,8750,17500,USD,,,,,,English,
Phoenix,USA,Brazilian Butt Lift (BBL),Phoenix Plastic Surgery Center,"Phoenix, USA",,,,8750,17500,USD,,,,,,English,
Philadelphia,USA,Brazilian Butt Lift (BBL),Philadelphia Plastic Surgery Center,"Philadelphia, USA",,,,8750,17500,USD,,,,,,English,
San Antonio,USA,Brazilian Butt Lift (BBL),San Antonio Plastic Surgery Center,"San Antonio, USA",,,,8750,17500,USD,,,,,,English,
San Diego,USA,Brazilian Butt Lift (BBL),San Diego Plastic Surgery Center,"San Diego, USA",,,,8750,17500,USD,,,,,,English,
Dallas,USA,Brazilian Butt Lift (BBL),Dallas Plastic Surgery Center,"Dallas, USA",,,,8750,17500,USD,,,,,,English,
San Jose,USA,Brazilian Butt Lift (BBL),San Jose Plastic Surgery Center,"San Jose, USA",,,,8750,17500,USD,,,,,,English,
Austin,USA,Brazilian Butt Lift (BBL),Austin Plastic Surgery Center,"Austin, USA",,,,8750,17500,USD,,,,,,English,
Jacksonville,USA,Brazilian Butt Lift (BBL),Jacksonville Plastic Surgery Center,"Jacksonville, USA",,,,8750,17500,USD,,,,,,English,
Rio de Janeiro,Brazil,Brazilian Butt Lift (BBL),Rio de Janeiro Plastic Surgery Center,"Rio de Janeiro, Brazil",,,,3850,7700,USD,,,,,,English,
Toronto,Canada,Brazilian Butt Lift (BBL),Toronto Plastic Surgery Center,"Toronto, Canada",,,,6300,12600,USD,,,,,,English,
Vancouver,Canada,Brazilian Butt Lift (BBL),Vancouver Plastic Surgery Center,"Vancouver, Canada",,,,6300,12600,USD,,,,,,English,
Buenos Aires,Argentina,Brazilian Butt Lift (BBL),Buenos Aires Plastic Surgery Center,"Buenos Aires, Argentina",,,,3850,7700,USD,,,,,,English,
Sydney,Australia,Brazilian Butt Lift (BBL),Sydney Plastic Surgery Center,"Sydney, Australia",,,,7000,14000,USD,,,,,,English,
Melbourne,Australia,Brazilian Butt Lift (BBL),Melbourne Plastic Surgery Center,"Melbourne, Australia",,,,7000,14000,USD,,,,,,English,
Shanghai,China,Brazilian Butt Lift (BBL),Shanghai Plastic Surgery Center,"Shanghai, China",,,,4550,9100,USD,,,,,,English,
Taipei,Taiwan,Brazilian Butt Lift (BBL),Taipei Plastic Surgery Center,"Taipei, Taiwan",,,,4200,8400,USD,,,,,,English,
Moscow,Russia,Brazilian Butt Lift (BBL),Moscow Plastic Surgery Center,"Moscow, Russia",,,,2800,5600,USD,,,,,,English,
Almaty,Kazakhstan,Brazilian Butt Lift (BBL),Almaty Plastic Surgery Center,"Almaty, Kazakhstan",,,,2450,4900,USD,,,,,,English,
Vienna,Austria,Brazilian Butt Lift (BBL),Vienna Plastic Surgery Center,"Vienna, Austria",,,,5250,10500,USD,,,,,,English,
Brussels,Belgium,Brazilian Butt Lift (BBL),Brussels Plastic Surgery Center,"Brussels, Belgium",,,,5250,10500,USD,,,,,,English,
Sofia,Bulgaria,Brazilian Butt Lift (BBL),Sofia Plastic Surgery Center,"Sofia, Bulgaria",,,,3150,6300,USD,,,,,,English,
Zagreb,Croatia,Brazilian Butt Lift (BBL),Zagreb Plastic Surgery Center,"Zagreb, Croatia",,,,3150,6300,USD,,,,,,English,
Copenhagen,Denmark,Brazilian Butt Lift (BBL),Copenhagen Plastic Surgery Center,"Copenhagen, Denmark",,,,5250,10500,USD,,,,,,English,
Tallinn,Estonia,Brazilian Butt Lift (BBL),Tallinn Plastic Surgery Center,"Tallinn, Estonia",,,,3150,6300,USD,,,,,,English,
Helsinki,Finland,Brazilian Butt Lift (BBL),Helsinki Plastic Surgery Center,"Helsinki, Finland",,,,5250,10500,USD,,,,,,English,
Berlin,Germany,Brazilian Butt Lift (BBL),Berlin Plastic Surgery Center,"Berlin, Germany",,,,5250,10500,USD,,,,,,English,
Athens,Greece,Brazilian Butt Lift (BBL),Athens Plastic Surgery Center,"Athens, Greece",,,,3150,6300,USD,,,,,,English,
Dublin,Ireland,Brazilian Butt Lift (BBL),Dublin Plastic Surgery Center,"Dublin, Ireland",,,,5250,10500,USD,,,,,,English,
Rome,Italy,Brazilian Butt Lift (BBL),Rome Plastic Surgery Center,"Rome, Italy",,,,3150,6300,USD,,,,,,English,
Riga,Latvia,Brazilian Butt Lift (BBL),Riga Plastic Surgery Center,"Riga, Latvia",,,,3150,6300,USD,,,,,,English,
Vilnius,Lithuania,Brazilian Butt Lift (BBL),Vilnius Plastic Surgery Center,"Vilnius, Lithuania",,,,3150,6300,USD,,,,,,English,
Luxembourg,Luxembourg,Brazilian Butt Lift (BBL),Luxembourg Plastic Surgery Center,"Luxembourg, Luxembourg",,,,5250,10500,USD,,,,,,English,
Amsterdam,Netherlands,Brazilian Butt Lift (BBL),Amsterdam Plastic Surgery Center,"Amsterdam, Netherlands",,,,5250,10500,USD,,,,,,English,
Lisbon,Portugal,Brazilian Butt Lift (BBL),Lisbon Plastic Surgery Center,"Lisbon, Portugal",,,,3150,6300,USD,,,,,,English,
Bucharest,Romania,Brazilian Butt Lift (BBL),Bucharest Plastic Surgery Center,"Bucharest, Romania",,,,3150,6300,USD,,,,,,English,
Bratislava,Slovakia,Brazilian Butt Lift (BBL),Bratislava Plastic Surgery Center,"Bratislava, Slovakia",,,,3150,6300,USD,,,,,,English,
Ljubljana,Slovenia,Brazilian Butt Lift (BBL),Ljubljana Plastic Surgery Center,"Ljubljana, Slovenia",,,,3150,6300,USD,,,,,,English,
Stockholm,Sweden,Brazilian Butt Lift (BBL),Stockholm Plastic Surgery Center,"Stockholm, Sweden",,,,5250,10500,USD,,,,,,English,
Zurich,Switzerland,Brazilian Butt Lift (BBL),Zurich Plastic Surgery Center,"Zurich, Switzerland",,,,5250,10500,USD,,,,,,English,
Chicago,USA,Gastric Bypass,Chicago Bariatric Center,"Chicago, USA",,,,22500,32500,USD,,,,,,English,
Houston,USA,Gastric Bypass,Houston Bariatric Center,"Houston, USA",,,,22500,32500,USD,,,,,,English,
